,X1,Y1,X2,Y2,From_ID,To_ID, Edge_ID,Distance_km,Average_speed,Edge_Traffic
11018,29.168346,41.056166,29.168473,41.055911,332.73963,332.74064,665.48027,0.030204068,45,"(332.73963, 332.74064)"
11019,29.192994,41.021207,29.192263,41.019596,332.95115,332.94223,665.89338,0.188833691,44,"(332.95115, 332.94223)"
11020,29.194401,41.023448,29.193086,41.021604,332.96746,332.95246,665.91992,0.231965883,49,"(332.96746, 332.95246)"
11021,29.174498,41.017698,29.174503,41.017628,332.76268,332.76266,665.52534,0.007781075,50,"(332.76268, 332.76266)"
11022,29.176124,41.017373,29.176052,41.017309,332.77861,332.77783,665.55644,0.009283286,9,"(332.77861, 332.77783)"
11023,29.175248,41.017487,29.175304,41.017553,332.76997,332.77059,665.54056,0.008676069,13,"(332.76997, 332.77059)"
11024,29.191587,41.017554,29.191733,41.017532,332.93342,332.93486,665.86828,0.012361605,14,"(332.93342, 332.93486)"
11025,29.19206,41.018153,29.192026,41.018276,332.93875,332.93854,665.87729,0.013941596,52,"(332.93875, 332.93854)"
11026,29.193243,41.01372,29.194305,41.013529,332.94615,332.95658,665.90273,0.090659802,51,"(332.94615, 332.95658)"
11027,29.194795,41.010688,29.193235,41.008192,332.95864,332.94054,665.89918,0.305818733,48,"(332.95864, 332.94054)"
11028,29.194795,41.010688,29.194985,41.01135,332.95864,332.9612,665.91984,0.075155154,16,"(332.95864, 332.9612)"
11029,29.194985,41.01135,29.195593,41.0119,332.9612,332.96783,665.92903,0.079206804,29,"(332.9612, 332.96783)"
11030,29.191733,41.017532,29.19206,41.018153,332.93486,332.93875,665.87361,0.074081824,46,"(332.93486, 332.93875)"
11031,29.19206,41.018153,29.192263,41.019596,332.93875,332.94223,665.88098,0.161056756,49,"(332.93875, 332.94223)"
11032,29.190687,41.0075,29.190713,41.007282,332.91437,332.91441,665.82878,0.024294036,55,"(332.91437, 332.91441)"
11033,29.174721,41.006992,29.174745,41.006885,332.7542,332.75434,665.50854,0.01204289,48,"(332.7542, 332.75434)"
11034,29.17949,41.007397,29.179292,41.00748,332.8023,332.8004,665.6027,0.018840269,9,"(332.8023, 332.8004)"
11035,29.17635,41.007151,29.176232,41.007108,332.77065,332.76943,665.54008,0.010895135,15,"(332.77065, 332.76943)"
11036,29.176232,41.007108,29.176199,41.006985,332.76943,332.76898,665.53841,0.013925032,14,"(332.76943, 332.76898)"
11037,29.176199,41.006985,29.176316,41.006895,332.76898,332.77006,665.53904,0.013932108,14,"(332.76898, 332.77006)"
11038,29.185542,41.007577,29.185532,41.007455,332.863,332.86278,665.72578,0.013567412,9,"(332.863, 332.86278)"
11039,29.19007,41.007277,29.190102,41.007486,332.90798,332.90851,665.81649,0.023350545,15,"(332.90798, 332.90851)"
11040,29.169967,41.003466,29.178935,40.999723,332.70314,332.78907,665.49221,0.852446951,41,"(332.70314, 332.78907)"
11041,29.175967,41.006959,29.176316,41.006895,332.76663,332.77006,665.53669,0.02982539,26,"(332.76663, 332.77006)"
11042,29.170966,41.030336,29.169995,41.030984,332.74,332.73093,665.47093,0.108022539,34,"(332.74, 332.73093)"
11043,29.18236,41.016864,29.182833,41.016378,332.84046,332.84471,665.68517,0.066719113,37,"(332.84046, 332.84471)"
11044,29.183661,41.016517,29.181512,41.018407,332.85313,332.83353,665.68666,0.275366357,52,"(332.85313, 332.83353)"
